0.469966,0.78878
0.316843,0.679621
0.410119,0.771084
0.285354,0.546817
0.976744,0.551093
0.775339,0.717328
0.405458,0.632303
0.194301,0.924686
0.456136,0.202752
0.61302,0.66397
0.549365,0.851544
0.796812,0.465817
0.605408,0.394564
0.392839,0.0403208
0.114416,0.908243
0.326451,0.0462102
0.0242732,0.504222
0.166956,0.968033
0.287624,0.0675353
0.494633,0.965214
0.771259,0.115225
0.458054,0.889374
0.279895,0.507977
0.515613,0.739852
0.759825,0.635993
0.170848,0.143659
0.55407,0.920784
0.508621,0.278089
0.41363,0.655387
0.766444,0.593553
0.157437,0.643901
0.687808,0.564977
0.647648,0.45323
0.0809172,0.315396
0.248013,0.970649
0.683329,0.181463
0.176874,0.954056
0.568501,0.581561
0.696789,0.219516
0.492972,0.58696
0.802956,0.0862371
0.706958,0.963981
0.534313,0.924441
0.369151,0.896407
0.695457,0.549844
0.730881,0.746382
0.263478,0.890491
0.342818,0.745835
0.691911,0.334702
0.275264,0.432151
0.0130968,0.44123
0.58634,0.247842
0.937561,0.704001
0.727681,0.370647
0.795359,0.247511
0.895998,0.340898
0.0262768,0.149999
0.67425,0.434592
0.14706,0.321694
0.469514,0.311816
0.603668,0.426787
0.701884,0.475406
0.973308,0.348575
0.978374,0.736642
0.909862,0.0393745
0.00680448,0.0647523
0.638766,0.935983
0.783904,0.549094
0.917421,0.135129
0.59619,0.324858
0.940915,0.508373
0.876039,0.175505
0.76091,0.505604
0.182297,0.958881
0.192613,0.077468
0.109542,0.901929
0.451881,0.214506
0.324607,0.0535626
0.498542,0.150497
0.58787,0.348427
0.516979,0.941495
0.516952,0.938505
0.201127,0.801454
0.613189,0.384983
0.969041,0.0342417
0.0215011,0.82456
0.00503892,0.97356
0.266348,0.227362
0.59876,0.838372
0.35987,0.0422648
0.702109,0.204454
0.0145417,0.100307
0.57173,0.240095
0.0674177,0.116029
0.938199,0.484618
0.525368,0.838433
0.329591,0.835814
0.401074,0.752726
0.465642,0.239532
0.58286,0.297119
